,trace,input_x_seq_len,pred_y,true_y,is_correct
0,0,6,20,20,True
1,1,4,3,3,True
2,2,1,1,1,True
3,3,6,20,20,True
4,4,1,1,1,True
5,5,1,1,1,True
6,6,5,4,4,True
7,7,4,3,3,True
8,8,1,1,1,True
9,9,2,7,11,False
10,10,8,20,20,True
11,11,3,6,3,False
12,12,2,7,11,False
13,13,3,12,2,False
14,14,6,20,20,True
15,15,2,7,14,False
16,16,8,3,3,True
17,17,1,1,1,True
18,18,1,1,1,True
19,19,1,1,1,True
20,20,1,1,1,True
21,21,13,4,4,True
22,22,6,12,12,True
23,23,4,6,3,False
24,24,7,3,3,True
25,25,4,2,2,True
26,26,5,3,3,True
27,27,4,3,3,True
28,28,4,3,3,True
29,29,4,3,3,True
30,30,5,4,4,True
31,31,6,4,4,True
32,32,5,3,3,True
33,33,5,3,3,True
34,34,2,7,2,False
35,35,6,20,20,True
36,36,5,3,3,True
37,37,1,1,1,True
38,38,1,1,1,True
39,39,1,1,1,True
40,40,1,1,1,True
41,41,5,7,11,False
42,42,5,4,4,True
43,43,6,4,4,True
44,44,4,1,1,True
45,45,1,1,1,True
46,46,1,1,1,True
47,47,4,2,2,True
48,48,3,12,2,False
49,49,3,12,12,True
50,50,8,4,4,True
51,51,4,3,3,True
52,52,2,7,11,False
53,53,1,1,1,True
54,54,3,12,2,False
55,55,6,12,12,True
56,56,14,3,3,True
57,57,4,3,3,True
58,58,1,1,1,True
59,59,1,1,1,True
60,60,6,20,20,True
61,61,4,3,3,True
62,62,4,2,2,True
63,63,3,12,2,False
64,64,3,12,12,True
65,65,1,1,1,True
66,66,1,1,1,True
67,67,6,4,4,True
68,68,5,1,20,False
69,69,7,12,12,True
70,70,5,20,20,True
71,71,6,20,20,True
72,72,3,12,12,True
73,73,5,4,4,True
74,74,1,1,1,True
75,75,7,2,2,True
76,76,5,3,3,True
77,77,1,1,1,True
78,78,4,3,3,True
79,79,4,6,3,False
80,80,5,4,4,True
81,81,5,20,20,True
82,82,3,12,2,False
83,83,3,12,2,False
84,84,5,7,11,False
85,85,7,2,2,True
86,86,3,12,12,True
87,87,5,4,4,True
88,88,6,4,4,True
89,89,3,12,2,False
90,90,3,6,6,True
91,91,2,7,11,False
92,92,2,7,11,False
93,93,1,1,9,False
94,94,3,12,2,False
95,95,6,8,8,True
96,96,7,20,20,True
97,97,3,12,12,True
98,98,2,7,11,False
99,99,4,3,3,True
100,100,3,12,2,False
101,101,6,20,20,True
102,102,7,3,3,True
103,103,6,20,20,True
104,104,3,12,2,False
105,105,5,4,4,True
106,106,2,7,14,False
107,107,4,2,2,True
108,108,5,7,5,False
109,109,3,12,12,True
110,110,5,4,4,True
111,111,5,4,4,True
112,112,5,20,20,True
113,113,2,7,11,False
114,114,2,7,11,False
115,115,2,7,11,False
116,116,5,3,3,True
117,117,4,2,2,True
118,118,1,1,1,True
119,119,1,1,1,True
120,120,1,1,1,True
121,121,7,20,20,True
122,122,5,3,3,True
123,123,4,3,3,True
124,124,4,3,3,True
125,125,4,3,3,True
126,126,5,20,20,True
127,127,1,1,1,True
128,128,7,20,20,True
129,129,2,7,5,False
130,130,7,20,20,True
131,131,1,1,1,True
132,132,3,12,12,True
133,133,4,3,3,True
134,134,6,20,20,True
135,135,4,3,3,True
136,136,2,7,11,False
137,137,4,3,3,True
138,138,1,1,1,True
139,139,7,3,3,True
140,140,4,6,3,False
141,141,1,1,1,True
142,142,3,12,12,True
143,143,1,1,1,True
144,144,6,12,2,False
145,145,1,1,1,True
146,146,5,4,4,True
147,147,1,1,1,True
148,148,5,20,20,True
149,149,7,1,1,True
150,150,3,12,2,False
151,151,3,12,2,False
152,152,1,1,1,True
153,153,1,1,1,True
154,154,3,6,3,False
155,155,6,4,4,True
156,156,2,7,14,False
157,157,3,12,2,False
158,158,7,20,20,True
159,159,4,2,2,True
160,160,10,20,20,True
161,161,5,3,3,True
162,162,3,12,12,True
163,163,2,7,2,False
164,164,3,12,2,False
165,165,4,1,1,True
166,166,4,3,3,True
167,167,2,7,11,False
168,168,5,4,4,True
169,169,3,8,8,True
170,170,2,7,2,False
171,171,5,20,20,True
172,172,4,2,2,True
173,173,4,3,3,True
174,174,5,3,3,True
175,175,1,1,1,True
176,176,5,4,4,True
177,177,3,12,2,False
178,178,4,2,2,True
179,179,1,1,1,True
180,180,7,20,20,True
181,181,1,1,1,True
182,182,2,7,11,False
183,183,1,1,1,True
184,184,1,1,1,True
185,185,1,1,1,True
186,186,4,2,2,True
187,187,6,20,20,True
188,188,4,2,2,True
189,189,1,1,1,True
190,190,4,3,3,True
191,191,5,4,4,True
192,192,1,1,1,True
193,193,2,7,11,False
194,194,2,7,11,False
195,195,2,7,11,False
196,196,6,20,20,True
197,197,2,7,11,False
198,198,4,3,3,True
199,199,3,12,12,True
200,200,3,12,12,True
201,201,5,20,20,True
202,202,1,1,1,True
