,trace,input_x_seq_len,pred_y,true_y,is_correct
0,0,5,4,4,True
1,1,5,4,4,True
2,2,5,4,4,True
3,3,5,4,4,True
4,4,8,4,4,True
5,5,6,4,4,True
6,6,5,4,4,True
7,7,5,4,4,True
8,8,6,4,4,True
9,9,5,4,4,True
10,10,5,4,4,True
11,11,11,4,4,True
12,12,5,4,4,True
13,13,5,4,4,True
14,14,5,4,4,True
15,15,6,4,4,True
16,16,5,4,4,True
17,17,5,4,4,True
18,18,5,4,4,True
19,19,5,4,4,True
20,20,6,4,4,True
21,21,6,4,4,True
22,22,1,9,9,True
23,23,5,4,4,True
24,24,5,4,4,True
25,25,6,4,4,True
26,26,5,4,4,True
27,27,5,4,4,True
28,28,5,4,4,True
29,29,5,4,4,True
30,30,6,4,4,True
31,31,6,4,4,True
32,32,5,4,4,True
33,33,5,4,4,True
34,34,6,4,4,True
35,35,5,4,4,True
36,36,9,4,4,True
37,37,5,4,4,True
38,38,5,4,4,True
39,39,5,4,4,True
40,40,5,4,4,True
41,41,5,4,4,True
42,42,6,4,4,True
43,43,4,4,4,True
44,44,3,8,8,True
45,45,6,4,4,True
46,46,5,4,4,True
47,47,6,4,4,True
48,48,5,4,4,True
49,49,5,4,4,True
50,50,5,4,4,True
51,51,6,4,4,True
52,52,6,4,4,True
53,53,5,4,4,True
54,54,5,4,4,True
55,55,5,4,4,True
56,56,5,4,4,True
57,57,5,4,4,True
58,58,5,4,4,True
59,59,4,4,4,True
60,60,5,4,4,True
61,61,3,4,4,True
62,62,5,4,4,True
63,63,5,4,4,True
64,64,5,4,4,True
65,65,5,4,4,True
66,66,5,4,4,True
67,67,4,4,4,True
68,68,5,4,4,True
69,69,6,4,4,True
70,70,5,4,4,True
71,71,5,4,4,True
72,72,5,4,4,True
73,73,5,4,4,True
74,74,5,4,4,True
75,75,6,4,4,True
76,76,12,4,4,True
77,77,3,8,8,True
78,78,6,4,4,True
79,79,9,4,4,True
80,80,5,4,4,True
81,81,6,4,4,True
