,trace,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_decoded,pred_decoded
0,0,1,5,2,0.2,0.2,0.2,0.2,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.6,0.6,0.4,0.19999999999999996,0.4,0.6762456261857126,019,001 -> 002 -> 003 -> 004 -> 020,001 -> 003 -> 000 -> 000 -> 000,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment -> <P> -> <P> -> <P>
1,1,2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.46666666666666656,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.6160396270529164,019 | 019-001,011 -> 002 -> 003 -> 004 -> 020,001 -> 003 -> 000 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment -> <P> -> <P> -> <P>
2,2,7,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004,020 -> 000,001 -> 003,<E> -> <P>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment
3,3,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004,020 -> 000,001 -> 003,<E> -> <P>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment
4,4,7,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004,020 -> 000,001 -> 003,<E> -> <P>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment
5,5,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,019,009 -> 020,001 -> 003,DECL_SAVED_EMPLOYEE -> <E>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment
6,6,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.5815855815233053,019 | 019-001,011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 003 -> 000 -> 000 -> 000 -> 000,DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment -> <P> -> <P> -> <P> -> <P>
7,7,4,4,2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.625,0.5,0.25,0.25,0.25,0.6666666666666667,019 | 019-001 | 019-001-011 | 019-001-011-012,002 -> 003 -> 004 -> 020,001 -> 003 -> 000 -> 000,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment -> <P> -> <P>
8,8,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004 -> 020,001 -> 003,Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment
9,9,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4285714285714286,0.2857142857142857,0.1428571428571429,0.2857142857142857,0.5945884269334467,019 | 019-001 | 019-001-014,008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 003 -> 000 -> 000 -> 000 -> 000 -> 000,DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECL_SUBMITTED_EMPLOYEE -> Request_Payment -> <P> -> <P> -> <P> -> <P> -> <P>
