experiment,model_name,rank,likelihood,outcome,viability,sparcity,similarity,dllh,ollh,source_outcome,target_outcome,cf,fa,run.mask,run.duration,run.duration_sec,run.short_name,run.full_name,run.no,wrapper.type,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.mutator.p_transp,gen.mutator.p_none,gen.recombiner.type,gen.recombiner.recombination_rate,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,EvolutionaryStrategy,10,0.5808436870574951,1,653.0501482785003,0.44780219780219777,0.580123761113944,651.7317056152632,0.2905167043209076,0,1,30 > 04 > 05 > 32 > 09 > 10 > 11 > 30 > 06 > 13 > 07 > 30 > 10 > 11 > 12 > 06 > 12 > 14 > 07 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,1
1,EvolutionaryStrategy,9,0.9101498126983643,1,726.0892912970721,0.4771062271062271,0.6145419595615598,724.5424733432629,0.45516976714134216,0,1,30 > 04 > 32 > 05 > 09 > 10 > 11 > 30 > 06 > 13 > 07 > 30 > 10 > 12 > 11 > 12 > 13 > 14 > 13 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,2
1,EvolutionaryStrategy,8,0.9988590478897095,1,1173.4221233270396,0.608058608058608,0.7064194106981314,1171.6081209235458,0.49952438473701477,0,1,33 > 01 > 02 > 03 > 04 > 05 > 32 > 09 > 10 > 11 > 30 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 33 > 01,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,3
1,EvolutionaryStrategy,7,0.9101498126983643,1,1698.5592160756028,0.5009157509157509,0.6273033640505516,1696.9758271934952,0.45516976714134216,0,1,04 > 30 > 05 > 09 > 32 > 11 > 10 > 30 > 06 > 13 > 07 > 30 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,4
1,EvolutionaryStrategy,6,0.9437175393104553,1,1711.7746590887957,0.48809523809523814,0.6233621482519403,1710.1912480720011,0.4719536304473877,0,1,33 > 01 > 28 > 10 > 04 > 05 > 32 > 09 > 10 > 11 > 30 > 06 > 32 > 07 > 30 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,5
1,EvolutionaryStrategy,5,0.5815024971961975,1,5418.988226125086,0.521062271062271,0.6251900111514285,5417.551127733482,0.2908461093902588,0,1,32 > 33 > 01 > 02 > 03 > 04 > 05 > 32 > 09 > 10 > 11 > 30 > 06 > 13 > 07 > 30 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,6
1,EvolutionaryStrategy,4,0.8457409143447876,1,10185.850279927981,0.4706959706959707,0.6043837003729241,10184.352234938948,0.42296531796455383,0,1,19 > 30 > 33 > 01 > 32 > 09 > 10 > 11 > 30 > 06 > 13 > 07 > 30 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,7
1,EvolutionaryStrategy,3,0.999138355255127,1,11796.508864519119,0.48809523809523814,0.625256748243018,11794.895848494361,0.4996640384197235,0,1,33 > 01 > 02 > 30 > 04 > 05 > 32 > 09 > 10 > 11 > 30 > 06 > 11 > 07 > 30 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 15 > 16,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,8
1,EvolutionaryStrategy,2,0.7996743321418762,1,13855.149554318865,0.5247252747252747,0.6399935083285944,13853.584903508949,0.39993202686309814,0,1,31 > 33 > 01 > 02 > 03 > 04 > 05 > 32 > 09 > 10 > 11 > 30 > 06 > 13 > 07 > 30 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,9
1,EvolutionaryStrategy,1,0.9231339693069458,1,5254260.872528245,0.46062271062271065,0.6101260114962992,5254259.340117677,0.46166184544563293,0,1,33 > 01 > 32 > 31 > 27 > 05 > 32 > 09 > 10 > 11 > 30 > 06 > 13 > 07 > 30 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 17,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 25 > 24 > 14,1111,0:00:23.002715,23.00271463394165,EGW_ES_EGW_DDSI_RWS_OPC_RDIM_FIR_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_DataDistributionSampleInitiator_RouletteWheelSelector_OnePointCrosser_RestrictedDeleteInsertMutator_FittestIndividualRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,34,27,21,1,EvolutionaryStrategy,2,25,100,25,DataDistributionSampleInitiator,RouletteWheelSelector,OnePointCrosser,,RestrictedDeleteInsertMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,,486,34,27,1111,ImprovementMeasure,1,1,10
