experiment,run.no,instance.ddist.type,instance.ddist.name,instance.ddist.transition_estimator,instance.ddist.emission_estimator,instance.evaluator.data_distribution,instance.evaluator.vocab_len,instance.evaluator.max_len,instance.evaluator.measure_mask,instance.evaluator.type,instance.no,iteration.case_origin,iteration.no,row.no,row.prob,row.tprob,row.eprob,row.sparsity,row.similarity,row.feasibility,row.delta,row.viability,row.pred_score,row.true_outcome,row.pred_outcome,row.event
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,true_cases,1,1,4.0650427071427917e-14,8.390778707053873e-08,4.844654887305554e-07,0.43864468864468864,0.7174667629461609,0.3191827767762926,0.999193012714386,2.474487241081528,0.00026165592134930193,0,0,[ 0.  0.  0. 33.  1.  2.  3.  4.  5.  6.  5.  6.  5.  7.  9.  8. 10. 11. 12.  6. 13. 14. 13. 25. 24. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,sampled_cases,2,1,1.7508600522927397e-11,0.00010433073294611146,1.6781824519502686e-07,0.5943223443223442,0.7180461349989102,0.3995783092993014,0.9991929531097412,2.711139741730297,0.0002617007994558662,0,0,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12.  6. 13. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,true_cases,3,1,4.0650427071427917e-14,8.390778707053873e-08,4.844654887305554e-07,0.6172161172161172,0.8461326440605614,0.3191827767762926,0.3333333432674408,2.115864881320412,0.00026165592134930193,0,0,[ 0.  0.  0. 33.  1.  2.  3.  4.  5.  6.  5.  6.  5.  7.  9.  8. 10. 11. 12.  6. 13. 14. 13. 25. 24. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,sampled_cases,4,1,1.7508600522927397e-11,0.00010433073294611146,1.6781824519502686e-07,0.6593406593406594,0.7705832819398128,0.3995783092993014,0.3333333730697632,2.1628356236495367,0.0002617007994558662,0,0,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12.  6. 13. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,true_cases,5,1,4.0650427071427917e-14,8.390778707053873e-08,4.844654887305554e-07,0.5503663003663003,0.7688986317065338,0.3191827767762926,0.3333333432674408,1.9717810521165675,0.00026165592134930193,0,0,[ 0.  0.  0. 33.  1.  2.  3.  4.  5.  6.  5.  6.  5.  7.  9.  8. 10. 11. 12.  6. 13. 14. 13. 25. 24. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,sampled_cases,6,1,1.7508600522927397e-11,0.00010433073294611146,1.6781824519502686e-07,0.5906593406593407,0.7069945811961382,0.3995783092993014,0.3333333730697632,2.0305656042245435,0.0002617007994558662,0,0,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12.  6. 13. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,true_cases,7,1,4.0650427071427917e-14,8.390778707053873e-08,4.844654887305554e-07,0.5228937728937728,0.7812338188540406,0.3191827767762926,0.9991796612739563,2.6224900297980622,0.00026165592134930193,0,0,[ 0.  0.  0. 33.  1.  2.  3.  4.  5.  6.  5.  6.  5.  7.  9.  8. 10. 11. 12.  6. 13. 14. 13. 25. 24. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,sampled_cases,8,1,1.7508600522927397e-11,0.00010433073294611146,1.6781824519502686e-07,0.6456043956043955,0.7677758208144694,0.3995783092993014,0.9991796612739563,2.8121381869921227,0.0002617007994558662,0,0,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12.  6. 13. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,true_cases,9,1,4.0650427071427917e-14,8.390778707053873e-08,4.844654887305554e-07,0.6309523809523809,0.8195614642842854,0.3191827767762926,0.3333333134651184,2.1030299354780775,0.00026165592134930193,0,0,[ 0.  0.  0. 33.  1.  2.  3.  4.  5.  6.  5.  6.  5.  7.  9.  8. 10. 11. 12.  6. 13. 14. 13. 25. 24. 14. 34.]
1,1,DataDistribution,MarkovChainProbability_EmissionProbIndependentFeatures,MarkovChainProbability,EmissionProbIndependentFeatures,486,35,27,1111,ImprovementMeasure,1,sampled_cases,10,1,1.7508600522927397e-11,0.00010433073294611146,1.6781824519502686e-07,0.6272893772893773,0.7618284487392397,0.3995783092993014,0.3333333432674408,2.1220294785953593,0.0002617007994558662,0,0,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12.  6. 13. 14. 34.]
