experiment,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.mask,run.duration,run.duration_sec,run.short_name,run.full_name,run.no,wrapper.type,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.edit_rate,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.mutator.p_transp,gen.mutator.p_none,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,EvolutionaryStrategy,50,0.9834052324295044,2.0886891717660014,0.46794871794871795,0.6321321531314009,0.0,0.9886083006858826,22,1,0,1,19 > 00 > 00 > 12 > 00 > 12 > 00 > 15 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,1
1,EvolutionaryStrategy,49,0.9986768364906311,2.090395059898584,0.456959706959707,0.6346460424835546,0.0,0.9987893104553223,16,1,0,1,01 > 01 > 00 > 04 > 01 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 22 > 00 > 00 > 25 > 24 > 00 > 00 > 00 > 00 > 11 > 00 > 30 > 34 > 28,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,2
1,EvolutionaryStrategy,48,0.98581463098526,2.0915737444154225,0.4697802197802198,0.631578997981913,0.0,0.9902145266532898,21,1,0,1,17 > 16 > 00 > 00 > 00 > 22 > 00 > 00 > 00 > 00 > 00 > 00 > 09 > 00 > 14 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,3
1,EvolutionaryStrategy,47,0.9943135976791382,2.0921158977344527,0.456959706959707,0.6392756465891074,0.0,0.9958805441856384,18,1,0,1,30 > 00 > 00 > 00 > 27 > 08 > 00 > 00 > 00 > 00 > 13 > 26 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 31 > 24 > 00 > 00 > 00 > 27 > 21,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,4
1,EvolutionaryStrategy,46,0.9979515671730042,2.094460140424297,0.45238095238095233,0.6437733904664404,0.0,0.9983057975769043,19,1,0,1,02 > 00 > 00 > 20 > 09 > 22 > 00 > 20 > 00 > 00 > 00 > 05 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 24 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,5
1,EvolutionaryStrategy,45,0.9945113658905029,2.096856302417594,0.46886446886446886,0.6319794438932435,0.0,0.9960123896598816,22,1,0,1,24 > 00 > 00 > 32 > 18 > 00 > 00 > 00 > 00 > 02 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,6
1,EvolutionaryStrategy,44,0.993147075176239,2.0975448979426767,0.46794871794871795,0.6344932976087048,0.0,0.9951028823852539,22,1,0,1,16 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 03 > 15 > 00 > 00 > 27 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,7
1,EvolutionaryStrategy,43,0.997657060623169,2.0982328877439667,0.4661172161172161,0.6340061521450916,0.0,0.9981095194816589,17,1,0,1,34 > 00 > 01 > 00 > 00 > 00 > 00 > 00 > 06 > 00 > 20 > 00 > 00 > 04 > 00 > 07 > 00 > 00 > 00 > 00 > 01 > 31 > 24 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,8
1,EvolutionaryStrategy,42,0.997657060623169,2.0982328877439667,0.4661172161172161,0.6340061521450916,0.0,0.9981095194816589,17,1,0,1,34 > 00 > 01 > 00 > 00 > 00 > 00 > 00 > 06 > 00 > 20 > 00 > 00 > 04 > 00 > 07 > 00 > 00 > 00 > 00 > 01 > 31 > 24 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,9
1,EvolutionaryStrategy,41,0.9987233281135559,2.0988071907223143,0.46703296703296704,0.6329539188187416,0.0,0.9988203048706055,22,1,0,1,24 > 00 > 00 > 22 > 00 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 26 > 28,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,10
1,EvolutionaryStrategy,40,0.993791401386261,2.0994513202738383,0.4652014652014652,0.6387175212215126,0.0,0.9955323338508606,20,1,0,1,30 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 34 > 23 > 10 > 22 > 00 > 00 > 31 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,11
1,EvolutionaryStrategy,39,0.993791401386261,2.0994513202738383,0.4652014652014652,0.6387175212215126,0.0,0.9955323338508606,20,1,0,1,30 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 34 > 23 > 10 > 22 > 00 > 00 > 31 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.058013,0.0580134391784668,EGW_ES_EGW_RI_RWS_OPC_DDM_IM,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_RandomInitiator_RouletteWheelSelector_OnePointCrosser_DataDistributionMutator_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,50,500,100,500,RandomInitiator,RouletteWheelSelector,OnePointCrosser,,DataDistributionMutator,0.2,0.2,0.2,0.2,0.2,0.19999999999999996,486,35,27,1111,ImprovementMeasure,1,1,12
