experiment,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.mask,run.duration,run.duration_sec,run.short_name,run.full_name,run.no,wrapper.type,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.edit_rate,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.mutator.p_transp,gen.mutator.p_none,gen.recombiner.type,gen.recombiner.recombination_rate
1,CaseBasedGenerator,50,0.999756395816803,2.642617867580704,0.6436487638533674,0.8268110233281029,0.17246724969168395,0.99969083070755,30,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 32 > 23 > 14 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,1,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,49,0.9997573494911194,2.6485001013308054,0.6231884057971016,0.8357726793683202,0.189847529806741,0.9996914863586426,28,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 25 > 24 > 22 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,2,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,48,0.999757707118988,2.653996229562032,0.6287297527706734,0.8123445306760899,0.21323022133804678,0.9996917247772217,32,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 32 > 23 > 14 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,3,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,47,0.9997573494911194,2.6540207182045004,0.6615515771526002,0.8233753610301868,0.1694022936630709,0.9996914863586426,28,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 24 > 25 > 22 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,4,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,46,0.9997574687004089,2.657063294528636,0.6568627450980392,0.8443677845750898,0.15614121889222002,0.9996915459632874,26,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 24 > 25 > 22 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,5,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,45,0.9997573494911194,2.65824501433765,0.6248934356351237,0.8341617972739387,0.1994982950699451,0.9996914863586426,28,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 25 > 24 > 22 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,6,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,44,0.9997574687004089,2.6587036290869617,0.6547314578005115,0.8155157864032736,0.18876483891988938,0.9996915459632874,30,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 24 > 25 > 22 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,7,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,43,0.9997575879096985,2.6593531055197035,0.6210571184995738,0.8131900382734335,0.2254142835741193,0.9996916651725769,32,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 32 > 23 > 14 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,8,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,42,0.9997575879096985,2.6623088821716574,0.6372549019607843,0.8126695834364779,0.21269273160181842,0.9996916651725769,30,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 15 > 16 > 14 > 17 > 25 > 24 > 22 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,9,,,,,,,,,,,,,,,,,
1,CaseBasedGenerator,41,0.9997571110725403,2.662648235063987,0.6155157715260018,0.8296985542795032,0.21774260171377352,0.9996913075447083,32,1,0,1,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 23 > 32 > 14 > 38,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 23 > 07 > 09 > 10 > 11 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 07 > 23 > 09 > 10 > 26 > 22 > 27 > 18 > 21 > 19 > 20 > 28 > 38,1111,0:00:00.017000,0.017000198364257812,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,39,52,23,1,CaseBasedGenerator,2097,39,52,1111,ImprovementMeasure,1,1,10,,,,,,,,,,,,,,,,,
