experiment,reader,max_len,virtual_max_len,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.duration_sec,run.mask,run.short_name,run.full_name,run.no,wrapper.type,wrapper.max_len,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,50,0.001544537371955812,2.5003983909533765,0.6406641604010025,0.8609813385350094,3.542346979274559e-36,0.9987528920173645,43,0,1,0,24 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 22 > 10 > 10 > 10 > 10 > 10 > 17 > 07 > 08 > 09 > 04 > 05 > 07 > 08 > 09 > 09 > 04 > 05 > 06 > 07 > 08 > 09,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,1
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,49,0.001038857619278133,2.5036029195733738,0.6300125313283208,0.8740404737421474,0.0004598986146911591,0.9990900158882141,51,0,1,0,24 > 01 > 02 > 21 > 09 > 09 > 10 > 10 > 11 > 10 > 10 > 22 > 10 > 11 > 10 > 10 > 10 > 11 > 10 > 10 > 10 > 10 > 10 > 11 > 10 > 25,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,2
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,48,0.0009371164487674832,2.5062771224386147,0.6387844611528822,0.8678176987071362,0.0005170569999831298,0.9991579055786133,53,0,1,0,24 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 04 > 06 > 05 > 06 > 05 > 06 > 05 > 06 > 05 > 07 > 08 > 10 > 22 > 25,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,3
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,47,0.003557042218744755,2.5122461855249267,0.6181077694235588,0.8967271650332527,1.2961329766849009e-201,0.9974112510681152,71,0,1,0,24 > 01 > 02 > 03 > 21 > 04,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,4
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,46,0.0036117227282375097,2.516796402263239,0.6231203007518797,0.8963012688812018,6.469079379124704e-173,0.9973748326301575,70,0,1,0,24 > 01 > 02 > 03 > 09 > 17 > 22,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,5
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,45,0.0035117671359330416,2.5169563281762883,0.6203007518796992,0.8992141056735725,8.613496315583054e-242,0.9974414706230164,72,0,1,0,24 > 01 > 02 > 03 > 04,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,6
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,44,0.0009385308367200196,2.5191999023598344,0.6516290726817042,0.8676420766879447,0.0007718010858886592,0.9991569519042969,49,0,1,0,24 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 11 > 10 > 05 > 06 > 05 > 07 > 08 > 09 > 09 > 04 > 06 > 05 > 06 > 07 > 08 > 09 > 17 > 22 > 25,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,7
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,43,0.0010799227748066187,2.521728890482988,0.6522556390977443,0.8696604959971814,0.0007500384271556665,0.999062716960907,47,0,1,0,24 > 01 > 02 > 03 > 21 > 04 > 06 > 07 > 08 > 09 > 09 > 17 > 05 > 07 > 08 > 10 > 11 > 10 > 10 > 10 > 10 > 11 > 10 > 11 > 10 > 10 > 10 > 10 > 10 > 25,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,8
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,42,0.001358300680294633,2.525245781473886,0.6256265664160401,0.9007421665654144,1.2961329766849009e-201,0.9988770484924316,71,0,1,0,24 > 01 > 02 > 03 > 04 > 06,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,9
1,OutcomeBPIC12Reader75,77,77,SamplingBasedGenerator,41,0.0009338175877928734,2.527483247741145,0.6553884711779449,0.8726631706327637,0.00027149497996614984,0.99916011095047,51,0,1,0,24 > 01 > 02 > 03 > 09 > 04 > 05 > 07 > 08 > 10 > 22 > 17 > 05 > 07 > 08 > 10 > 10 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 10 > 25,24 > 01 > 02 > 03 > 09 > 09 > 09 > 09 > 04 > 06 > 05 > 07 > 08 > 09 > 10 > 10 > 11 > 10 > 16 > 16 > 20 > 20 > 20 > 16 > 20 > 20 > 20 > 20 > 20 > 16 > 16 > 15 > 13 > 14 > 12 > 16 > 25,42.131160736083984,1111,SBG_SBGW_IM,SamplingBasedGenerator_SamplingBasedGeneratorWrapper_ImprovementMeasure,1,SamplingBasedGeneratorWrapper,77,26,77,21,1,SamplingBasedGenerator,2520,26,77,1111,ImprovementMeasure,1,1,10
