time:timestamp,ft_2,ft_3,ft_4,ft_5,ft_6,ft_7,ft_8,ft_9,ft_10,concept:name,label,a_constant,a_binary,a_binary_r,a_categorical,a_timestamp,to_drop_at_start,case:concept:name
2022-07-21 01:31:33.615507+00:00,-4.904413696732562,-4.609969361830081,-3.7658019077445024,-4.94646908574789,4.820113438865281,-0.6011905807376214,-0.6637967727458367,-4.545075308188321,4.15852159683428,activity_1,regular,A CONSTANT,hit,miss,morty,2022-07-21 01:31:33.615507,Drop THIS,1
2022-07-23 01:31:33.615507+00:00,-1.9053859911715776,0.9541056682153392,-0.6726579255419685,-3.599708802039169,2.3091355350455665,4.297522498031865,4.155571589299692,-4.932252729699651,-3.979708614520691,activity_2,regular,A CONSTANT,miss,hit,morty,2022-07-23 01:31:33.615507,Drop THIS,1
2022-07-28 01:31:33.615507+00:00,3.60416158673338,4.201244812049506,1.0196224964379257,-3.853708740355741,3.788397662604492,-3.062696401795661,-3.69578418878183,1.9673460592217609,-0.2198159574492013,activity_3,regular,A CONSTANT,hit,hit,morty,2022-07-28 01:31:33.615507,Drop THIS,1
2022-08-03 01:31:33.615507+00:00,-2.5981398605193338,4.455606513661031,-3.342627861827717,1.3810142737081144,2.919625955560804,0.6138317302247831,0.447109243015058,-4.668510252950723,4.195373222242452,activity_6,regular,A CONSTANT,hit,hit,morty,2022-08-03 01:31:33.615507,Drop THIS,1
2022-07-19 01:31:33.615507+00:00,4.738998886545803,-0.7787525481440083,-4.15812762755464,-1.002349503110469,-3.927711352060736,-4.520055261853374,-1.9838938438671283,-1.485068184159689,-2.9693285432085137,activity_1,deviant,A CONSTANT,miss,hit,rick,2022-07-19 01:31:33.615507,Drop THIS,2
2022-07-21 01:31:33.615507+00:00,0.4647031898838802,4.587510465044751,-4.834102250206773,4.691884613261111,-2.681808977646055,-1.0917005278948388,2.396047281676662,2.270980791557468,-0.2201300400960857,activity_2,deviant,A CONSTANT,miss,hit,rick,2022-07-21 01:31:33.615507,Drop THIS,2
2022-07-25 01:31:33.615507+00:00,0.6736647294446199,1.175936116880159,-1.4414874667069522,-1.6977700016126418,-0.9121948713818276,3.048297718177693,-0.025917025441676,3.5962432583339954,-0.8996899675667009,activity_1,deviant,A CONSTANT,miss,hit,morty,2022-07-25 01:31:33.615507,Drop THIS,2
2022-07-31 01:31:33.615507+00:00,-4.472578142849814,-1.6094093337903228,-4.899099843760613,-3.9109423116052566,1.9569400820734584,1.9266317885145607,4.848372646809047,-4.772937519623712,1.0732553410885357,activity_2,deviant,A CONSTANT,hit,hit,morty,2022-07-31 01:31:33.615507,Drop THIS,2
2022-08-05 01:31:33.615507+00:00,-3.742228063015164,-4.061267665345183,-4.613142676889833,1.2321744092625568,-3.962340063874239,0.7941138122645235,-3.1088755448776797,-4.580451571163239,-0.9012420207839096,activity_3,deviant,A CONSTANT,miss,hit,morty,2022-08-05 01:31:33.615507,Drop THIS,2
2022-08-13 01:31:33.615507+00:00,0.059044329832786,3.394536456253729,-0.1854424532261216,-4.558455661201245,-3.0451995229643147,-0.2309171279279578,4.239903344822281,1.2469389015727996,4.959908273393824,activity_4,deviant,A CONSTANT,hit,hit,morty,2022-08-13 01:31:33.615507,Drop THIS,2
2022-07-25 01:31:33.615507+00:00,3.280876444411893,3.326408183222941,-2.7281734979984016,4.120177153449209,4.939520409430863,-0.1462887832807604,-0.4671970636979718,-0.9514313601124816,-2.8451037584230923,activity_1,deviant,A CONSTANT,miss,miss,morty,2022-07-25 01:31:33.615507,Drop THIS,3
2022-07-28 01:31:33.615507+00:00,4.045751665234732,1.440490006029595,-2.235809087559616,-2.081768805147288,-2.0822086655014416,-2.244940526989069,1.214834400367205,1.868725568875222,2.287163426570787,activity_7,deviant,A CONSTANT,miss,miss,rick,2022-07-28 01:31:33.615507,Drop THIS,3
2022-08-01 01:31:33.615507+00:00,-1.6934150945244997,0.8895470570386674,0.2534069574352102,1.4056226370342282,-1.7742128137399469,3.1941701586540887,0.4325026505757936,0.1057396015368814,1.1477825161620272,activity_1,deviant,A CONSTANT,miss,hit,rick,2022-08-01 01:31:33.615507,Drop THIS,3
2022-08-06 01:31:33.615507+00:00,2.8952791418063706,-2.472695067871873,0.7308914940517619,2.3543057979961945,1.350886311051056,4.208652020150808,2.0635752161648107,-3.7831739332286896,1.345959363040535,activity_1,deviant,A CONSTANT,miss,miss,rick,2022-08-06 01:31:33.615507,Drop THIS,3
2022-08-12 01:31:33.615507+00:00,3.1014156751168525,2.310475639239595,1.3472404396420252,3.191203512238175,-1.7208151816643191,3.9143616386310303,-4.778872593090746,-3.954659818833613,-0.3825115364392042,activity_2,deviant,A CONSTANT,miss,miss,chloe,2022-08-12 01:31:33.615507,Drop THIS,3
2022-08-18 01:31:33.615507+00:00,-4.66355319561908,3.0946445264510896,0.1542327808268098,-4.752179861345463,-1.590798394025109,-4.69539847465192,-3.650683294712071,-3.280834360052837,1.191276686761242,activity_3,deviant,A CONSTANT,miss,miss,morty,2022-08-18 01:31:33.615507,Drop THIS,3
2022-07-19 01:31:33.615507+00:00,-0.0987560736117112,-4.802321611825379,1.238877797955439,-3.2661248687911035,-0.6614877569294286,3.2586990972116645,1.8638520729634929,2.776329710494351,1.4554748627788996,activity_1,regular,A CONSTANT,miss,hit,rick,2022-07-19 01:31:33.615507,Drop THIS,4
